,Address,Latitude,Longitude,Zone,Page,Total Distance,Order
614,"221, Teliwara, Sadar Bazar, Delhi 110006",28.661528,77.2148162,2,16,110.87,22
615,"470, Shiv Market, Wazirpur, Delhi 110052",28.6800843,77.17022123990277,2,16,110.87,23
616,"1007, Faiz Road, Karol Bagh, Delhi 110005",28.6472665,77.1982147,2,16,110.87,24
617,"5 C/70, Sai Plaza Building, New Rohtak Road, Karol Bagh, Delhi 110005",28.6562333,77.1973114,2,16,110.87,25
618,"161, Gaffar Market, Karol Bagh, Delhi 110005",28.6494994,77.19175583006074,2,16,110.87,26
619,"D-1258, New Subzi Mandi, Azadpur, Delhi 110033",28.7076568,77.1755473,2,16,110.87,27
620,"8189/6, Arakashan Road, Delhi 110055",28.6459202,77.2152545,2,16,110.87,28
621,"771, Chabi Ganj, Kashmere Gate, Delhi 110006",28.666814100000003,77.22905486082311,2,16,110.87,29
622,"446, Shahzada Bagh, Old Rohtak Road Chowk, Inderlok, Delhi 110035",28.67276855,77.16568970929804,2,16,110.87,30
623,"80, Ram Nagar Market, Pahar Ganj, Delhi 110055",28.6398522,77.2130306,2,16,110.87,31
624,"53/75, Ramjas Road, Karol Bagh, Delhi 110005",28.6461328,77.1845202,2,16,110.87,32
625,"J 30, White House, Nr Ram Jas Schoolno 2, Anand Parbat, Delhi 110005",28.660396,77.18014,2,16,110.87,33
626,"5/18, Ground Floor, Patel Nagar (e), Delhi 110008",28.6450527,77.1693179,2,16,110.87,34
627,"2262, Basti Julahan, Idgah Road, Sadar Bazar, Delhi 110006",28.6541358,77.2072809,2,16,110.87,35
628,"3132, Ram Bazar, Delhi 110006",28.651067,77.2281349,2,16,110.87,36
629,"Connaught Place, Delhi",28.6314022,77.2193791,2,17,110.47,0
630,"F 20, United India Life Bldg, Connaught Place, Delhi 110001",28.6314022,77.2193791,2,17,110.47,1
631,"Krishna Menon Lane, Udyog Bhawan, Delhi 110011",28.6103927,77.213107,2,17,110.47,2
632,"1, Delhi 122001",28.5998993,77.20617580273222,2,17,110.47,3
633,"446, Shahzada Bagh, Old Rohtak Road Chowk, Inderlok, Delhi 110035",28.67276855,77.16568970929804,2,17,110.47,4
634,"771, Chabi Ganj, Kashmere Gate, Delhi 110006",28.666814100000003,77.22905486082311,2,17,110.47,5
635,"8189/6, Arakashan Road, Delhi 110055",28.6459202,77.2152545,2,17,110.47,6
636,"D-1258, New Subzi Mandi, Azadpur, Delhi 110033",28.7076568,77.1755473,2,17,110.47,7
637,"161, Gaffar Market, Karol Bagh, Delhi 110005",28.6494994,77.19175583006074,2,17,110.47,8
638,"5 C/70, Sai Plaza Building, New Rohtak Road, Karol Bagh, Delhi 110005",28.6562333,77.1973114,2,17,110.47,9
639,"1007, Faiz Road, Karol Bagh, Delhi 110005",28.6472665,77.1982147,2,17,110.47,10
640,"470, Shiv Market, Wazirpur, Delhi 110052",28.6800843,77.17022123990277,2,17,110.47,11
641,"221, Teliwara, Sadar Bazar, Delhi 110006",28.661528,77.2148162,2,17,110.47,12
642,"1164, Kucha Mahajan, Chandni Chowk, Delhi 110006",28.6563007,77.2299093,2,17,110.47,13
643,"8, Community Centre 2, Bansal Tower, Ashok Vihar, Delhi 110052",28.6909399,77.17761970395301,2,17,110.47,14
644,"676, Katra Neel, Chandni Chowk, Delhi 110006",28.6576181,77.2257763,2,17,110.47,15
645,"778 A, Nai Sarak, Chandni Chowk, Delhi 110006",28.6533313,77.2285546,2,17,110.47,16
646,"4226/1 Bhargava Lane, Ansari Road, Delhi 110002",28.6442872,77.2441881,2,17,110.47,17
647,"47-50, Dsidc Complex, Bahadur Shah Zafar M, Delhi 110002",28.6389559,77.2410843,2,17,110.47,18
648,"Shop No 29, Beadon Pura, Ajmal Khan Road Gali No 2, Karol Bagh, Delhi 110005",28.6529982,77.1890227,2,17,110.47,19
649,"3515, Chutani Manzil, Nicholson Road, Mori Gate, Delhi 110006",28.664203,77.2237393,2,17,110.47,20
650,"4, 3000, Bhagwant Singh Market, Bahadur Garh Road, Sadar Bazar, Delhi 110006",28.658087,77.2170087,2,17,110.47,21
651,"641/42, Shradhanand Marg, Behind 77, G B Road, Delhi 110006",28.6517178,77.2219388,2,17,110.47,22
652,"86, Janpath, Delhi 110001",28.6282883,77.2193779,2,17,110.47,23
653,"C 49 Phase 2, Delhi 201301",28.6271527,77.2166666,2,17,110.47,24
654,"Cccl Building, Jai Singh Road, Connaught Place, Delhi 110001",28.6270183,77.2153664,2,17,110.47,25
655,"V-33, Patel Nagar (w), Delhi 110008",28.6472587,77.1653712,2,17,110.47,26
656,"202 2nd Floor Furniture Block, Plot No 6 Kamal House Whs, Delhi 110015",28.6273928,77.1716954,2,17,110.47,27
657,"B-8, 18, Rattan Jyoti, Rajendra Place, Delhi 110008",28.64459015,77.17775672442914,2,17,110.47,28
658,"1/25, Asaf Ali Road, Near Hamdard Building, Kamla Market, Delhi 110002",28.6786683,77.2072566,2,17,110.47,29
659,"3e/1, Link Road, Delhi 110055",28.6455279,77.1977334,2,17,110.47,30
660,"80, Ram Nagar Market, Pahar Ganj, Delhi 110055",28.6398522,77.2130306,2,17,110.47,31
661,"53/75, Ramjas Road, Karol Bagh, Delhi 110005",28.6461328,77.1845202,2,17,110.47,32
662,"J 30, White House, Nr Ram Jas Schoolno 2, Anand Parbat, Delhi 110005",28.660396,77.18014,2,17,110.47,33
663,"5/18, Ground Floor, Patel Nagar (e), Delhi 110008",28.6450527,77.1693179,2,17,110.47,34
664,"2262, Basti Julahan, Idgah Road, Sadar Bazar, Delhi 110006",28.6541358,77.2072809,2,17,110.47,35
665,"3132, Ram Bazar, Delhi 110006",28.651067,77.2281349,2,17,110.47,36
666,"Connaught Place, Delhi",28.6314022,77.2193791,2,18,106.56,0
667,"F 20, United India Life Bldg, Connaught Place, Delhi 110001",28.6314022,77.2193791,2,18,106.56,1
668,"Krishna Menon Lane, Udyog Bhawan, Delhi 110011",28.6103927,77.213107,2,18,106.56,2
669,"1, Delhi 122001",28.5998993,77.20617580273222,2,18,106.56,3
670,"80, Ram Nagar Market, Pahar Ganj, Delhi 110055",28.6398522,77.2130306,2,18,106.56,4
671,"3e/1, Link Road, Delhi 110055",28.6455279,77.1977334,2,18,106.56,5
672,"1/25, Asaf Ali Road, Near Hamdard Building, Kamla Market, Delhi 110002",28.6786683,77.2072566,2,18,106.56,6
673,"B-8, 18, Rattan Jyoti, Rajendra Place, Delhi 110008",28.64459015,77.17775672442914,2,18,106.56,7
674,"202 2nd Floor Furniture Block, Plot No 6 Kamal House Whs, Delhi 110015",28.6273928,77.1716954,2,18,106.56,8
675,"V-33, Patel Nagar (w), Delhi 110008",28.6472587,77.1653712,2,18,106.56,9
676,"Cccl Building, Jai Singh Road, Connaught Place, Delhi 110001",28.6270183,77.2153664,2,18,106.56,10
677,"C 49 Phase 2, Delhi 201301",28.6271527,77.2166666,2,18,106.56,11
678,"86, Janpath, Delhi 110001",28.6282883,77.2193779,2,18,106.56,12
679,"641/42, Shradhanand Marg, Behind 77, G B Road, Delhi 110006",28.6517178,77.2219388,2,18,106.56,13
680,"4, 3000, Bhagwant Singh Market, Bahadur Garh Road, Sadar Bazar, Delhi 110006",28.658087,77.2170087,2,18,106.56,14
681,"3515, Chutani Manzil, Nicholson Road, Mori Gate, Delhi 110006",28.664203,77.2237393,2,18,106.56,15
682,"Shop No 29, Beadon Pura, Ajmal Khan Road Gali No 2, Karol Bagh, Delhi 110005",28.6529982,77.1890227,2,18,106.56,16
683,"47-50, Dsidc Complex, Bahadur Shah Zafar M, Delhi 110002",28.6389559,77.2410843,2,18,106.56,17
684,"4226/1 Bhargava Lane, Ansari Road, Delhi 110002",28.6442872,77.2441881,2,18,106.56,18
685,"778 A, Nai Sarak, Chandni Chowk, Delhi 110006",28.6533313,77.2285546,2,18,106.56,19
686,"676, Katra Neel, Chandni Chowk, Delhi 110006",28.6576181,77.2257763,2,18,106.56,20
687,"8, Community Centre 2, Bansal Tower, Ashok Vihar, Delhi 110052",28.6909399,77.17761970395301,2,18,106.56,21
688,"1164, Kucha Mahajan, Chandni Chowk, Delhi 110006",28.6563007,77.2299093,2,18,106.56,22
689,"221, Teliwara, Sadar Bazar, Delhi 110006",28.661528,77.2148162,2,18,106.56,23
690,"470, Shiv Market, Wazirpur, Delhi 110052",28.6800843,77.17022123990277,2,18,106.56,24
691,"1007, Faiz Road, Karol Bagh, Delhi 110005",28.6472665,77.1982147,2,18,106.56,25
692,"5 C/70, Sai Plaza Building, New Rohtak Road, Karol Bagh, Delhi 110005",28.6562333,77.1973114,2,18,106.56,26
693,"161, Gaffar Market, Karol Bagh, Delhi 110005",28.6494994,77.19175583006074,2,18,106.56,27
694,"D-1258, New Subzi Mandi, Azadpur, Delhi 110033",28.7076568,77.1755473,2,18,106.56,28
695,"8189/6, Arakashan Road, Delhi 110055",28.6459202,77.2152545,2,18,106.56,29
696,"771, Chabi Ganj, Kashmere Gate, Delhi 110006",28.666814100000003,77.22905486082311,2,18,106.56,30
697,"446, Shahzada Bagh, Old Rohtak Road Chowk, Inderlok, Delhi 110035",28.67276855,77.16568970929804,2,18,106.56,31
698,"53/75, Ramjas Road, Karol Bagh, Delhi 110005",28.6461328,77.1845202,2,18,106.56,32
699,"J 30, White House, Nr Ram Jas Schoolno 2, Anand Parbat, Delhi 110005",28.660396,77.18014,2,18,106.56,33
700,"5/18, Ground Floor, Patel Nagar (e), Delhi 110008",28.6450527,77.1693179,2,18,106.56,34
701,"2262, Basti Julahan, Idgah Road, Sadar Bazar, Delhi 110006",28.6541358,77.2072809,2,18,106.56,35
702,"3132, Ram Bazar, Delhi 110006",28.651067,77.2281349,2,18,106.56,36
703,"Connaught Place, Delhi",28.6314022,77.2193791,2,19,106.08,0
704,"F 20, United India Life Bldg, Connaught Place, Delhi 110001",28.6314022,77.2193791,2,19,106.08,1
705,"Krishna Menon Lane, Udyog Bhawan, Delhi 110011",28.6103927,77.213107,2,19,106.08,2
706,"1, Delhi 122001",28.5998993,77.20617580273222,2,19,106.08,3
707,"5/18, Ground Floor, Patel Nagar (e), Delhi 110008",28.6450527,77.1693179,2,19,106.08,4
708,"J 30, White House, Nr Ram Jas Schoolno 2, Anand Parbat, Delhi 110005",28.660396,77.18014,2,19,106.08,5
709,"53/75, Ramjas Road, Karol Bagh, Delhi 110005",28.6461328,77.1845202,2,19,106.08,6
710,"446, Shahzada Bagh, Old Rohtak Road Chowk, Inderlok, Delhi 110035",28.67276855,77.16568970929804,2,19,106.08,7
711,"771, Chabi Ganj, Kashmere Gate, Delhi 110006",28.666814100000003,77.22905486082311,2,19,106.08,8
712,"8189/6, Arakashan Road, Delhi 110055",28.6459202,77.2152545,2,19,106.08,9
713,"D-1258, New Subzi Mandi, Azadpur, Delhi 110033",28.7076568,77.1755473,2,19,106.08,10
714,"161, Gaffar Market, Karol Bagh, Delhi 110005",28.6494994,77.19175583006074,2,19,106.08,11
715,"5 C/70, Sai Plaza Building, New Rohtak Road, Karol Bagh, Delhi 110005",28.6562333,77.1973114,2,19,106.08,12
716,"1007, Faiz Road, Karol Bagh, Delhi 110005",28.6472665,77.1982147,2,19,106.08,13
717,"470, Shiv Market, Wazirpur, Delhi 110052",28.6800843,77.17022123990277,2,19,106.08,14
718,"221, Teliwara, Sadar Bazar, Delhi 110006",28.661528,77.2148162,2,19,106.08,15
719,"1164, Kucha Mahajan, Chandni Chowk, Delhi 110006",28.6563007,77.2299093,2,19,106.08,16
720,"8, Community Centre 2, Bansal Tower, Ashok Vihar, Delhi 110052",28.6909399,77.17761970395301,2,19,106.08,17
721,"676, Katra Neel, Chandni Chowk, Delhi 110006",28.6576181,77.2257763,2,19,106.08,18
722,"778 A, Nai Sarak, Chandni Chowk, Delhi 110006",28.6533313,77.2285546,2,19,106.08,19
723,"4226/1 Bhargava Lane, Ansari Road, Delhi 110002",28.6442872,77.2441881,2,19,106.08,20
724,"47-50, Dsidc Complex, Bahadur Shah Zafar M, Delhi 110002",28.6389559,77.2410843,2,19,106.08,21
725,"Shop No 29, Beadon Pura, Ajmal Khan Road Gali No 2, Karol Bagh, Delhi 110005",28.6529982,77.1890227,2,19,106.08,22
726,"3515, Chutani Manzil, Nicholson Road, Mori Gate, Delhi 110006",28.664203,77.2237393,2,19,106.08,23
727,"4, 3000, Bhagwant Singh Market, Bahadur Garh Road, Sadar Bazar, Delhi 110006",28.658087,77.2170087,2,19,106.08,24
728,"641/42, Shradhanand Marg, Behind 77, G B Road, Delhi 110006",28.6517178,77.2219388,2,19,106.08,25
729,"86, Janpath, Delhi 110001",28.6282883,77.2193779,2,19,106.08,26
730,"C 49 Phase 2, Delhi 201301",28.6271527,77.2166666,2,19,106.08,27
731,"Cccl Building, Jai Singh Road, Connaught Place, Delhi 110001",28.6270183,77.2153664,2,19,106.08,28
732,"V-33, Patel Nagar (w), Delhi 110008",28.6472587,77.1653712,2,19,106.08,29
733,"202 2nd Floor Furniture Block, Plot No 6 Kamal House Whs, Delhi 110015",28.6273928,77.1716954,2,19,106.08,30
734,"B-8, 18, Rattan Jyoti, Rajendra Place, Delhi 110008",28.64459015,77.17775672442914,2,19,106.08,31
735,"1/25, Asaf Ali Road, Near Hamdard Building, Kamla Market, Delhi 110002",28.6786683,77.2072566,2,19,106.08,32
736,"3e/1, Link Road, Delhi 110055",28.6455279,77.1977334,2,19,106.08,33
737,"80, Ram Nagar Market, Pahar Ganj, Delhi 110055",28.6398522,77.2130306,2,19,106.08,34
738,"2262, Basti Julahan, Idgah Road, Sadar Bazar, Delhi 110006",28.6541358,77.2072809,2,19,106.08,35
739,"3132, Ram Bazar, Delhi 110006",28.651067,77.2281349,2,19,106.08,36
740,"Connaught Place, Delhi",28.6314022,77.2193791,2,20,104.06,0
741,"F 20, United India Life Bldg, Connaught Place, Delhi 110001",28.6314022,77.2193791,2,20,104.06,1
742,"Krishna Menon Lane, Udyog Bhawan, Delhi 110011",28.6103927,77.213107,2,20,104.06,2
743,"1, Delhi 122001",28.5998993,77.20617580273222,2,20,104.06,3
744,"5/18, Ground Floor, Patel Nagar (e), Delhi 110008",28.6450527,77.1693179,2,20,104.06,4
745,"53/75, Ramjas Road, Karol Bagh, Delhi 110005",28.6461328,77.1845202,2,20,104.06,5
746,"J 30, White House, Nr Ram Jas Schoolno 2, Anand Parbat, Delhi 110005",28.660396,77.18014,2,20,104.06,6
747,"446, Shahzada Bagh, Old Rohtak Road Chowk, Inderlok, Delhi 110035",28.67276855,77.16568970929804,2,20,104.06,7
748,"771, Chabi Ganj, Kashmere Gate, Delhi 110006",28.666814100000003,77.22905486082311,2,20,104.06,8
749,"8189/6, Arakashan Road, Delhi 110055",28.6459202,77.2152545,2,20,104.06,9
750,"D-1258, New Subzi Mandi, Azadpur, Delhi 110033",28.7076568,77.1755473,2,20,104.06,10
751,"161, Gaffar Market, Karol Bagh, Delhi 110005",28.6494994,77.19175583006074,2,20,104.06,11
752,"5 C/70, Sai Plaza Building, New Rohtak Road, Karol Bagh, Delhi 110005",28.6562333,77.1973114,2,20,104.06,12
753,"1007, Faiz Road, Karol Bagh, Delhi 110005",28.6472665,77.1982147,2,20,104.06,13
754,"470, Shiv Market, Wazirpur, Delhi 110052",28.6800843,77.17022123990277,2,20,104.06,14
755,"221, Teliwara, Sadar Bazar, Delhi 110006",28.661528,77.2148162,2,20,104.06,15
756,"1164, Kucha Mahajan, Chandni Chowk, Delhi 110006",28.6563007,77.2299093,2,20,104.06,16
757,"8, Community Centre 2, Bansal Tower, Ashok Vihar, Delhi 110052",28.6909399,77.17761970395301,2,20,104.06,17
758,"676, Katra Neel, Chandni Chowk, Delhi 110006",28.6576181,77.2257763,2,20,104.06,18
759,"778 A, Nai Sarak, Chandni Chowk, Delhi 110006",28.6533313,77.2285546,2,20,104.06,19
760,"4226/1 Bhargava Lane, Ansari Road, Delhi 110002",28.6442872,77.2441881,2,20,104.06,20
761,"47-50, Dsidc Complex, Bahadur Shah Zafar M, Delhi 110002",28.6389559,77.2410843,2,20,104.06,21
762,"Shop No 29, Beadon Pura, Ajmal Khan Road Gali No 2, Karol Bagh, Delhi 110005",28.6529982,77.1890227,2,20,104.06,22
763,"3515, Chutani Manzil, Nicholson Road, Mori Gate, Delhi 110006",28.664203,77.2237393,2,20,104.06,23
764,"4, 3000, Bhagwant Singh Market, Bahadur Garh Road, Sadar Bazar, Delhi 110006",28.658087,77.2170087,2,20,104.06,24
765,"641/42, Shradhanand Marg, Behind 77, G B Road, Delhi 110006",28.6517178,77.2219388,2,20,104.06,25
766,"86, Janpath, Delhi 110001",28.6282883,77.2193779,2,20,104.06,26
767,"C 49 Phase 2, Delhi 201301",28.6271527,77.2166666,2,20,104.06,27
768,"Cccl Building, Jai Singh Road, Connaught Place, Delhi 110001",28.6270183,77.2153664,2,20,104.06,28
769,"V-33, Patel Nagar (w), Delhi 110008",28.6472587,77.1653712,2,20,104.06,29
770,"202 2nd Floor Furniture Block, Plot No 6 Kamal House Whs, Delhi 110015",28.6273928,77.1716954,2,20,104.06,30
771,"B-8, 18, Rattan Jyoti, Rajendra Place, Delhi 110008",28.64459015,77.17775672442914,2,20,104.06,31
772,"1/25, Asaf Ali Road, Near Hamdard Building, Kamla Market, Delhi 110002",28.6786683,77.2072566,2,20,104.06,32
773,"3e/1, Link Road, Delhi 110055",28.6455279,77.1977334,2,20,104.06,33
774,"80, Ram Nagar Market, Pahar Ganj, Delhi 110055",28.6398522,77.2130306,2,20,104.06,34
775,"2262, Basti Julahan, Idgah Road, Sadar Bazar, Delhi 110006",28.6541358,77.2072809,2,20,104.06,35
776,"3132, Ram Bazar, Delhi 110006",28.651067,77.2281349,2,20,104.06,36
777,"Connaught Place, Delhi",28.6314022,77.2193791,2,21,103.7,0
778,"F 20, United India Life Bldg, Connaught Place, Delhi 110001",28.6314022,77.2193791,2,21,103.7,1
779,"Krishna Menon Lane, Udyog Bhawan, Delhi 110011",28.6103927,77.213107,2,21,103.7,2
780,"1, Delhi 122001",28.5998993,77.20617580273222,2,21,103.7,3
781,"5/18, Ground Floor, Patel Nagar (e), Delhi 110008",28.6450527,77.1693179,2,21,103.7,4
782,"D-1258, New Subzi Mandi, Azadpur, Delhi 110033",28.7076568,77.1755473,2,21,103.7,5
783,"8189/6, Arakashan Road, Delhi 110055",28.6459202,77.2152545,2,21,103.7,6
784,"771, Chabi Ganj, Kashmere Gate, Delhi 110006",28.666814100000003,77.22905486082311,2,21,103.7,7
785,"446, Shahzada Bagh, Old Rohtak Road Chowk, Inderlok, Delhi 110035",28.67276855,77.16568970929804,2,21,103.7,8
786,"J 30, White House, Nr Ram Jas Schoolno 2, Anand Parbat, Delhi 110005",28.660396,77.18014,2,21,103.7,9
787,"53/75, Ramjas Road, Karol Bagh, Delhi 110005",28.6461328,77.1845202,2,21,103.7,10
788,"161, Gaffar Market, Karol Bagh, Delhi 110005",28.6494994,77.19175583006074,2,21,103.7,11
789,"5 C/70, Sai Plaza Building, New Rohtak Road, Karol Bagh, Delhi 110005",28.6562333,77.1973114,2,21,103.7,12
790,"1007, Faiz Road, Karol Bagh, Delhi 110005",28.6472665,77.1982147,2,21,103.7,13
791,"470, Shiv Market, Wazirpur, Delhi 110052",28.6800843,77.17022123990277,2,21,103.7,14
792,"221, Teliwara, Sadar Bazar, Delhi 110006",28.661528,77.2148162,2,21,103.7,15
793,"1164, Kucha Mahajan, Chandni Chowk, Delhi 110006",28.6563007,77.2299093,2,21,103.7,16
794,"8, Community Centre 2, Bansal Tower, Ashok Vihar, Delhi 110052",28.6909399,77.17761970395301,2,21,103.7,17
795,"676, Katra Neel, Chandni Chowk, Delhi 110006",28.6576181,77.2257763,2,21,103.7,18
796,"778 A, Nai Sarak, Chandni Chowk, Delhi 110006",28.6533313,77.2285546,2,21,103.7,19
797,"4226/1 Bhargava Lane, Ansari Road, Delhi 110002",28.6442872,77.2441881,2,21,103.7,20
798,"47-50, Dsidc Complex, Bahadur Shah Zafar M, Delhi 110002",28.6389559,77.2410843,2,21,103.7,21
799,"Shop No 29, Beadon Pura, Ajmal Khan Road Gali No 2, Karol Bagh, Delhi 110005",28.6529982,77.1890227,2,21,103.7,22
800,"3515, Chutani Manzil, Nicholson Road, Mori Gate, Delhi 110006",28.664203,77.2237393,2,21,103.7,23
801,"4, 3000, Bhagwant Singh Market, Bahadur Garh Road, Sadar Bazar, Delhi 110006",28.658087,77.2170087,2,21,103.7,24
802,"641/42, Shradhanand Marg, Behind 77, G B Road, Delhi 110006",28.6517178,77.2219388,2,21,103.7,25
803,"86, Janpath, Delhi 110001",28.6282883,77.2193779,2,21,103.7,26
804,"C 49 Phase 2, Delhi 201301",28.6271527,77.2166666,2,21,103.7,27
805,"Cccl Building, Jai Singh Road, Connaught Place, Delhi 110001",28.6270183,77.2153664,2,21,103.7,28
806,"V-33, Patel Nagar (w), Delhi 110008",28.6472587,77.1653712,2,21,103.7,29
807,"202 2nd Floor Furniture Block, Plot No 6 Kamal House Whs, Delhi 110015",28.6273928,77.1716954,2,21,103.7,30
808,"B-8, 18, Rattan Jyoti, Rajendra Place, Delhi 110008",28.64459015,77.17775672442914,2,21,103.7,31
809,"1/25, Asaf Ali Road, Near Hamdard Building, Kamla Market, Delhi 110002",28.6786683,77.2072566,2,21,103.7,32
810,"3e/1, Link Road, Delhi 110055",28.6455279,77.1977334,2,21,103.7,33
811,"80, Ram Nagar Market, Pahar Ganj, Delhi 110055",28.6398522,77.2130306,2,21,103.7,34
812,"2262, Basti Julahan, Idgah Road, Sadar Bazar, Delhi 110006",28.6541358,77.2072809,2,21,103.7,35
813,"3132, Ram Bazar, Delhi 110006",28.651067,77.2281349,2,21,103.7,36
814,"Connaught Place, Delhi",28.6314022,77.2193791,2,22,98.12,0
815,"F 20, United India Life Bldg, Connaught Place, Delhi 110001",28.6314022,77.2193791,2,22,98.12,1
816,"Krishna Menon Lane, Udyog Bhawan, Delhi 110011",28.6103927,77.213107,2,22,98.12,2
817,"1, Delhi 122001",28.5998993,77.20617580273222,2,22,98.12,3
818,"5/18, Ground Floor, Patel Nagar (e), Delhi 110008",28.6450527,77.1693179,2,22,98.12,4
819,"1007, Faiz Road, Karol Bagh, Delhi 110005",28.6472665,77.1982147,2,22,98.12,5
820,"5 C/70, Sai Plaza Building, New Rohtak Road, Karol Bagh, Delhi 110005",28.6562333,77.1973114,2,22,98.12,6
821,"161, Gaffar Market, Karol Bagh, Delhi 110005",28.6494994,77.19175583006074,2,22,98.12,7
822,"53/75, Ramjas Road, Karol Bagh, Delhi 110005",28.6461328,77.1845202,2,22,98.12,8
823,"J 30, White House, Nr Ram Jas Schoolno 2, Anand Parbat, Delhi 110005",28.660396,77.18014,2,22,98.12,9
824,"446, Shahzada Bagh, Old Rohtak Road Chowk, Inderlok, Delhi 110035",28.67276855,77.16568970929804,2,22,98.12,10
825,"771, Chabi Ganj, Kashmere Gate, Delhi 110006",28.666814100000003,77.22905486082311,2,22,98.12,11
826,"8189/6, Arakashan Road, Delhi 110055",28.6459202,77.2152545,2,22,98.12,12
827,"D-1258, New Subzi Mandi, Azadpur, Delhi 110033",28.7076568,77.1755473,2,22,98.12,13
828,"470, Shiv Market, Wazirpur, Delhi 110052",28.6800843,77.17022123990277,2,22,98.12,14
829,"221, Teliwara, Sadar Bazar, Delhi 110006",28.661528,77.2148162,2,22,98.12,15
830,"1164, Kucha Mahajan, Chandni Chowk, Delhi 110006",28.6563007,77.2299093,2,22,98.12,16
831,"8, Community Centre 2, Bansal Tower, Ashok Vihar, Delhi 110052",28.6909399,77.17761970395301,2,22,98.12,17
832,"676, Katra Neel, Chandni Chowk, Delhi 110006",28.6576181,77.2257763,2,22,98.12,18
833,"778 A, Nai Sarak, Chandni Chowk, Delhi 110006",28.6533313,77.2285546,2,22,98.12,19
834,"4226/1 Bhargava Lane, Ansari Road, Delhi 110002",28.6442872,77.2441881,2,22,98.12,20
835,"47-50, Dsidc Complex, Bahadur Shah Zafar M, Delhi 110002",28.6389559,77.2410843,2,22,98.12,21
836,"Shop No 29, Beadon Pura, Ajmal Khan Road Gali No 2, Karol Bagh, Delhi 110005",28.6529982,77.1890227,2,22,98.12,22
837,"3515, Chutani Manzil, Nicholson Road, Mori Gate, Delhi 110006",28.664203,77.2237393,2,22,98.12,23
838,"4, 3000, Bhagwant Singh Market, Bahadur Garh Road, Sadar Bazar, Delhi 110006",28.658087,77.2170087,2,22,98.12,24
839,"641/42, Shradhanand Marg, Behind 77, G B Road, Delhi 110006",28.6517178,77.2219388,2,22,98.12,25
840,"86, Janpath, Delhi 110001",28.6282883,77.2193779,2,22,98.12,26
841,"C 49 Phase 2, Delhi 201301",28.6271527,77.2166666,2,22,98.12,27
842,"Cccl Building, Jai Singh Road, Connaught Place, Delhi 110001",28.6270183,77.2153664,2,22,98.12,28
843,"V-33, Patel Nagar (w), Delhi 110008",28.6472587,77.1653712,2,22,98.12,29
844,"202 2nd Floor Furniture Block, Plot No 6 Kamal House Whs, Delhi 110015",28.6273928,77.1716954,2,22,98.12,30
845,"B-8, 18, Rattan Jyoti, Rajendra Place, Delhi 110008",28.64459015,77.17775672442914,2,22,98.12,31
846,"1/25, Asaf Ali Road, Near Hamdard Building, Kamla Market, Delhi 110002",28.6786683,77.2072566,2,22,98.12,32
847,"3e/1, Link Road, Delhi 110055",28.6455279,77.1977334,2,22,98.12,33
848,"80, Ram Nagar Market, Pahar Ganj, Delhi 110055",28.6398522,77.2130306,2,22,98.12,34
849,"2262, Basti Julahan, Idgah Road, Sadar Bazar, Delhi 110006",28.6541358,77.2072809,2,22,98.12,35
850,"3132, Ram Bazar, Delhi 110006",28.651067,77.2281349,2,22,98.12,36
851,"Connaught Place, Delhi",28.6314022,77.2193791,2,23,96.61,0
852,"F 20, United India Life Bldg, Connaught Place, Delhi 110001",28.6314022,77.2193791,2,23,96.61,1
853,"Krishna Menon Lane, Udyog Bhawan, Delhi 110011",28.6103927,77.213107,2,23,96.61,2
854,"1, Delhi 122001",28.5998993,77.20617580273222,2,23,96.61,3
855,"5/18, Ground Floor, Patel Nagar (e), Delhi 110008",28.6450527,77.1693179,2,23,96.61,4
856,"470, Shiv Market, Wazirpur, Delhi 110052",28.6800843,77.17022123990277,2,23,96.61,5
857,"D-1258, New Subzi Mandi, Azadpur, Delhi 110033",28.7076568,77.1755473,2,23,96.61,6
858,"8189/6, Arakashan Road, Delhi 110055",28.6459202,77.2152545,2,23,96.61,7
859,"771, Chabi Ganj, Kashmere Gate, Delhi 110006",28.666814100000003,77.22905486082311,2,23,96.61,8
860,"446, Shahzada Bagh, Old Rohtak Road Chowk, Inderlok, Delhi 110035",28.67276855,77.16568970929804,2,23,96.61,9
861,"J 30, White House, Nr Ram Jas Schoolno 2, Anand Parbat, Delhi 110005",28.660396,77.18014,2,23,96.61,10
862,"53/75, Ramjas Road, Karol Bagh, Delhi 110005",28.6461328,77.1845202,2,23,96.61,11
863,"161, Gaffar Market, Karol Bagh, Delhi 110005",28.6494994,77.19175583006074,2,23,96.61,12
864,"5 C/70, Sai Plaza Building, New Rohtak Road, Karol Bagh, Delhi 110005",28.6562333,77.1973114,2,23,96.61,13
865,"1007, Faiz Road, Karol Bagh, Delhi 110005",28.6472665,77.1982147,2,23,96.61,14
866,"221, Teliwara, Sadar Bazar, Delhi 110006",28.661528,77.2148162,2,23,96.61,15
867,"1164, Kucha Mahajan, Chandni Chowk, Delhi 110006",28.6563007,77.2299093,2,23,96.61,16
868,"8, Community Centre 2, Bansal Tower, Ashok Vihar, Delhi 110052",28.6909399,77.17761970395301,2,23,96.61,17
869,"676, Katra Neel, Chandni Chowk, Delhi 110006",28.6576181,77.2257763,2,23,96.61,18
